 Idle Max, Fwd IAT Max, Flow IAT Max, Fwd IAT Std,Idle Mean, Idle Min, Bwd Packet Length Mean, Avg Bwd Segment Size, Flow IAT Std, Bwd Packet Length Std,Bwd Packet Length Max, Packet Length Std, Max Packet Length, Packet Length Mean, Average Packet Size, Packet Length Variance,Fwd IAT Total, Flow Duration, Fwd IAT Mean, Bwd Packet Length Min, Flow IAT Mean, Min Packet Length, ACK Flag Count,FIN Flag Count, Bwd IAT Std, Bwd IAT Max, Destination Port, Down/Up Ratio, URG Flag Count, Bwd IAT Mean
32100000,32100000,32100000,11900000.0,18700000.0,8015697,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63137126,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32000000,32000000,32000000,11900000.0,18700000.0,8008049,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63082015,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
0,0,51,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.618802154,8,5.333333333,8.0,21.33333333,0,51,0.0,0,51.0,0,1,0,0.0,0,80,1,0,0.0
101000000,101000000,101000000,0.0,101000000.0,101000000,0.0,0.0,58300000.0,0.0,0,4.38178046,8,4.8,6.0,19.2,101000000,100997402,101000000.0,0,33700000.0,0,1,0,0.0,101000000,80,1,0,101000000.0
0,2003859,2003859,710998.6969,0.0,0,0.0,0.0,710998.6969,0.0,0,0.0,0,0.0,0.0,0.0,3002214,3002214,1501107.0,0,1501107.0,0,0,0,0.0,0,80,0,0,0.0
51300000,51300000,51300000,13900000.0,19200000.0,5770774,2.0,2.0,12900000.0,3.464101615,6,116.8034787,231,134.0526316,141.5,13643.05263,104000000,103594074,7399570.5,0,6093769.059,0,0,0,28100000.0,71200000,80,0,0,51300000.0
0,2003987,2003987,710945.6639,0.0,0,0.0,0.0,710945.6639,0.0,0,0.0,0,0.0,0.0,0.0,3002545,3002545,1501272.5,0,1501272.5,0,0,0,0.0,0,80,0,0,0.0
51300000,51300000,51300000,14300000.0,19200000.0,5927136,2.0,2.0,13200000.0,3.464101615,6,115.4547276,231,141.5,149.8235294,13329.79412,103000000,102609848,7893060.769,0,6413115.5,0,0,0,27900000.0,71000000,80,0,0,51300000.0
51300000,51300000,51300000,13900000.0,19300000.0,5869171,2.0,2.0,12900000.0,3.464101615,6,116.8034787,231,134.0526316,141.5,13643.05263,104000000,103686683,7406183.929,0,6099216.647,0,0,0,28000000.0,71200000,80,0,0,51300000.0
0,535296,535261,308822.3749,0.0,0,0.0,0.0,239282.693,0.0,0,87.30979327,231,33.0,38.5,7623.0,536096,536096,178698.6667,0,107219.2,0,0,0,0.0,746,80,0,0,746.0
0,0,45,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.618802154,8,5.333333333,8.0,21.33333333,0,45,0.0,0,45.0,0,1,0,0.0,0,80,1,0,0.0
28000000,28000000,28000000,16200000.0,28000000.0,28000000,0.0,0.0,11400000.0,0.0,0,81.31497402,231,29.875,34.14285714,6612.125,28000000,28047362,9349104.0,0,4674560.333,0,0,0,19800000.0,28000000,80,0,0,14000000.0
100000000,100000000,100000000,0.0,100000000.0,100000000,0.0,0.0,57700000.0,0.0,0,4.38178046,8,4.8,6.0,19.2,100000000,99999361,100000000.0,0,33300000.0,0,1,0,0.0,100000000,80,1,0,100000000.0
51300000,51300000,51300000,14300000.0,19200000.0,5969413,2.0,2.0,13200000.0,3.464101615,6,115.4547276,231,141.5,149.8235294,13329.79412,103000000,102631121,7894691.154,0,6414445.062,0,0,0,27900000.0,71000000,80,0,0,51300000.0
51300000,51300000,51300000,13500000.0,19300000.0,5717975,2.0,2.0,12500000.0,3.464101615,6,117.5733925,231,127.35,134.0526316,13823.50263,106000000,105674670,7044972.533,0,5870815.0,0,0,0,28200000.0,71300000,80,0,0,51300000.0
0,0,90,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.618802154,8,5.333333333,8.0,21.33333333,0,90,0.0,0,90.0,0,1,0,0.0,0,80,1,0,0.0
0,2003935,2003935,711541.0478,0.0,0,0.0,0.0,711541.0478,0.0,0,0.0,0,0.0,0.0,0.0,3001599,3001599,1500799.5,0,1500799.5,0,0,0,0.0,0,80,0,0,0.0
51300000,51300000,51300000,13900000.0,19200000.0,5774081,2.0,2.0,12900000.0,3.464101615,6,116.8034787,231,134.0526316,141.5,13643.05263,104000000,103595358,7399663.643,0,6093844.588,0,0,0,28100000.0,71200000,80,0,0,51300000.0
51300000,51300000,51300000,14300000.0,19300000.0,5840576,2.0,2.0,13200000.0,3.464101615,6,115.4547276,231,141.5,149.8235294,13329.79412,103000000,102666466,7897416.0,0,6416654.125,0,0,0,28000000.0,71200000,80,0,0,51300000.0
0,2004126,2004126,711521.2488,0.0,0,0.0,0.0,711521.2488,0.0,0,0.0,0,0.0,0.0,0.0,3002009,3002009,1501004.5,0,1501004.5,0,0,0,0.0,0,80,0,0,0.0
100000000,100000000,100000000,0.0,100000000.0,100000000,0.0,0.0,57700000.0,0.0,0,4.38178046,8,4.8,6.0,19.2,100000000,99999524,100000000.0,0,33300000.0,0,1,0,0.0,100000000,80,1,0,100000000.0
0,2003973,2003973,710186.9383,0.0,0,0.0,0.0,710186.9383,0.0,0,0.0,0,0.0,0.0,0.0,3003590,3003590,1501795.0,0,1501795.0,0,0,0,0.0,0,80,0,0,0.0
51300000,51300000,51300000,14300000.0,19200000.0,5831650,2.0,2.0,13200000.0,3.464101615,6,120.9316233,239,133.1111111,140.9411765,14624.45752,103000000,102632446,7894795.385,0,6414527.875,0,0,0,28100000.0,71200000,80,0,0,51300000.0
51300000,51300000,51300000,13500000.0,19200000.0,5777707,2.0,2.0,12500000.0,3.464101615,6,117.5733925,231,127.35,134.0526316,13823.50263,106000000,105569842,7037983.667,0,5864991.222,0,0,0,28100000.0,71100000,80,0,0,51300000.0
51300000,51300000,51300000,14300000.0,19300000.0,5867380,2.0,2.0,13200000.0,3.464101615,6,115.4547276,231,141.5,149.8235294,13329.79412,103000000,102673582,7897961.231,0,6417098.875,0,0,0,28000000.0,71200000,80,0,0,51300000.0
0,2004196,2004196,712796.1623,0.0,0,0.0,0.0,712796.1623,0.0,0,0.0,0,0.0,0.0,0.0,3000346,3000346,1500173.0,0,1500173.0,0,0,0,0.0,0,80,0,0,0.0
51300000,51300000,51300000,13900000.0,19300000.0,5840006,2.0,2.0,12900000.0,3.464101615,6,116.8034787,231,134.0526316,141.5,13643.05263,104000000,103670732,7405047.071,0,6098278.353,0,0,0,28000000.0,71200000,80,0,0,51300000.0
51400000,51400000,51400000,14400000.0,19300000.0,5893754,2.0,2.0,13200000.0,3.464101615,6,115.4547276,231,141.5,149.8235294,13329.79412,103000000,102699170,7899930.0,0,6418698.125,0,0,0,28000000.0,71200000,80,0,0,51300000.0
0,2004016,2004016,710674.1349,0.0,0,0.0,0.0,710674.1349,0.0,0,0.0,0,0.0,0.0,0.0,3002987,3002987,1501493.5,0,1501493.5,0,0,0,0.0,0,80,0,0,0.0
0,2004162,2004162,711053.1441,0.0,0,0.0,0.0,711053.1441,0.0,0,0.0,0,0.0,0.0,0.0,3002743,3002743,1501371.5,0,1501371.5,0,0,0,0.0,0,80,0,0,0.0
0,2003985,2003985,710748.3811,0.0,0,0.0,0.0,710748.3811,0.0,0,0.0,0,0.0,0.0,0.0,3002820,3002820,1501410.0,0,1501410.0,0,0,0,0.0,0,80,0,0,0.0
119000000,119000000,119000000,0.0,119000000.0,119000000,0.0,0.0,68700000.0,0.0,0,4.38178046,8,4.8,6.0,19.2,119000000,119016325,119000000.0,0,39700000.0,0,1,0,0.0,119000000,80,1,0,119000000.0
